acft_type;acft_cat;in_block_hour;off_block_hour;total_time;turnaround _type;turnaround_qualifier;tow_type
B738;C;13;14;99;DD;JG;1
B738;C;13;15;143;DD;JJ;1
A320;C;13;17;233;DD;JJ;2
A321;C;13;15;111;DD;JG;1
A320;C;13;14;82;DD;JJ;1
A320;C;13;14;51;DD;JJ;1
B77W;E;13;15;136;II;JJ;1
F100;C;13;14;36;DD;JJ;1
B737;C;13;16;169;DD;JJ;1
E190;C;13;17;205;DD;JJ;1
A320;C;13;17;222;II;JJ;2
A320;C;13;17;218;II;JJ;2
A320;C;13;15;68;DD;JJ;1
A320;C;13;13;1397;DD;JJ;2
B737;C;14;15;94;II;JJ;1
AT72;C;14;17;217;DD;JJ;1
A320;C;14;14;48;DD;JJ;1
E190;C;14;8;1112;DD;JJ;2
B738;C;14;15;65;DD;JG;1
B737;C;14;15;108;DD;JJ;1
A320;C;14;15;70;DD;GJ;1
B738;C;14;19;305;ID;JJ;2
A320;C;14;17;196;DD;JJ;1
E190;C;14;16;131;DD;JJ;1
A320;C;14;17;151;DD;JJ;1
A319;C;14;15;79;DD;JJ;1
A320;C;14;15;48;DD;JJ;1
E190;C;14;15;54;II;JJ;1
B76W;D;14;15;73;DD;AA;1
A320;C;14;16;89;DD;SJ;1
B738;C;14;17;145;DD;JJ;1
A319;C;15;19;271;DD;JJ;1
B738;C;15;16;74;DD;JJ;1
AT72;C;15;15;24;DD;JJ;1
B76W;D;15;19;218;DD;FA;1
B77W;E;15;17;133;II;JJ;1
A321;C;15;16;77;DD;JJ;1
B737;C;15;17;99;DD;JJ;1
B788;E;15;2;644;II;JJ;3
A320;C;15;22;403;DD;JJ;2
A320;C;15;16;42;DD;JJ;1
B737;C;15;17;114;DD;JJ;1
B77L;E;15;17;102;II;JJ;1
A321;C;16;18;130;DD;JJ;1
B737;C;16;18;136;DD;SJ;1
B738;C;16;17;67;DD;JJ;1
B773;E;16;0;479;II;JJ;3
B738;C;16;18;127;DI;JJ;1
A320;C;16;17;68;DD;JJ;1
A321;C;16;19;176;DD;JJ;1
A321;C;16;17;76;DD;JJ;1
A332;E;16;18;113;II;JJ;1
B738;C;16;17;57;ID;JG;1
A320;C;16;20;266;DD;JJ;1
A320;C;16;17;72;DD;JJ;1
B77W;E;16;18;104;II;JJ;1
A320;C;16;17;56;DD;JJ;1
B738;C;16;21;262;DD;JG;1
A332;E;16;18;117;II;JJ;1
A321;C;16;21;305;DD;JJ;2
B772;E;16;19;127;II;JJ;1
B77W;E;16;19;135;II;JJ;1
A320;C;17;18;78;DD;JJ;1
AT72;C;17;19;173;DD;JJ;1
B772;E;17;20;178;II;JJ;2
A346;E;17;22;321;II;JJ;3
A320;C;17;19;95;II;JJ;1
E190;C;17;20;198;DD;JJ;1
B738;C;17;21;214;DD;JJ;1
E190;C;17;18;76;DD;JJ;1
A321;C;17;18;77;DD;JJ;1
B737;C;17;20;151;ID;JJ;1
A320;C;17;18;55;II;JJ;1
B738;C;17;18;77;ID;JJ;1
B738;C;17;18;61;ID;JG;1
E190;C;18;22;260;DD;JJ;1
B738;C;18;0;398;DD;JJ;3
B738;C;18;20;117;ID;JJ;1
A320;C;18;19;63;DD;JJ;1
A321;C;18;0;345;DD;JJ;3
A321;C;18;20;92;DD;JJ;1
A320;C;18;19;59;DD;JJ;1
A321;C;18;19;63;DD;JJ;1
A320;C;18;21;173;II;JJ;1
B738;C;18;23;284;DD;JJ;1
B738;C;18;21;168;DD;JJ;1
B738;C;18;20;118;DI;JJ;1
B77W;E;19;23;281;II;JJ;2
A320;C;19;20;101;DD;JJ;1
A320;C;19;23;268;DD;JJ;1
B738;C;19;23;257;DD;JJ;1
B738;C;19;20;100;DD;JJ;1
AT72;C;19;8;774;DD;JJ;1
B738;C;19;1;363;II;JJ;2
B737;C;19;20;43;DD;JJ;1
AT72;C;19;19;19;DD;JJ;1
B737;C;19;22;153;ID;GJ;1
A321;C;19;23;254;DD;JJ;1
A321;C;19;3;449;DD;JJ;1
A320;C;19;23;239;DD;JJ;1
A320;C;19;23;239;DD;JJ;1
B77W;E;19;21;99;II;JJ;1
A320;C;19;5;576;II;JJ;2
A321;C;19;21;103;DD;JJ;1
A332;E;19;21;128;II;JG;1
B76W;D;19;22;166;II;JJ;1
A320;C;20;20;50;DD;JJ;1
A320;C;20;22;122;II;JJ;1
E190;C;20;13;1039;DD;JJ;1
B737;C;20;21;55;DD;JJ;1
B738;C;20;1;327;II;JJ;1
E190;C;20;21;55;DD;JJ;1
B737;C;20;6;593;DD;JJ;1
B76W;D;20;10;827;ID;JJ;1
B77W;E;20;23;188;II;JJ;1
B737;C;20;21;81;DD;JJ;1
A321;C;20;7;682;DD;JJ;1
A320;C;20;22;85;DD;JG;1
A320;C;20;8;739;DD;JJ;1
A320;C;20;22;121;DD;JJ;1
A320;C;20;22;114;DD;JJ;1
A321;C;20;11;873;DD;JJ;2
A320;C;20;22;84;II;JJ;1
A320;C;20;21;48;DD;JJ;1
B738;C;20;7;653;DD;JJ;1
A320;C;21;8;708;DD;JJ;1
A320;C;21;21;50;DD;JJ;1
B737;C;21;0;201;DD;JJ;1
B738;C;21;22;50;DI;JJ;1
A321;C;21;4;447;DD;JS;1
A320;C;21;8;666;II;JJ;2
AT72;C;21;15;1074;DD;JJ;1
B738;C;21;10;755;DD;JJ;1
E190;C;21;8;676;DD;JJ;1
A320;C;21;22;52;DD;JJ;1
A321;C;21;6;531;DD;JJ;2
B737;C;22;8;617;DD;JJ;2
B737;C;22;8;595;II;JJ;2
B738;C;22;8;610;DI;JJ;2
A321;C;22;10;760;DD;JJ;3
A332;E;22;23;70;II;GJ;1
AT72;C;22;22;21;DD;JJ;1
A319;C;22;0;95;DD;JJ;1
B738;C;22;7;512;DD;JJ;1
A320;C;22;9;628;II;JJ;3
B738;C;22;23;51;DD;JJ;1
B738;C;22;8;562;DD;JJ;1
A320;C;22;8;557;DD;JJ;1
A321;C;22;9;646;DD;JJ;2
A332;E;23;1;136;II;JJ;1
A320;C;23;6;427;DD;JJ;1
B738;C;23;6;405;DD;JJ;2
B737;C;23;8;491;DD;JJ;2
A320;C;23;6;410;DD;JJ;1
A320;C;0;7;417;DD;JJ;2
B738;C;0;12;732;ID;JJ;1
B738;C;0;5;283;II;JJ;1
A320;C;0;7;397;II;JJ;1
B77W;E;1;2;99;II;JJ;1
B77L;E;1;2;71;II;JJ;1
A320;C;1;7;372;DD;JJ;1
A319;C;2;5;135;DD;JJ;1
A321;C;3;7;260;DD;JJ;1
A320;C;3;7;279;II;JJ;1
A321;C;3;8;283;DD;JJ;1
B77W;E;4;7;213;II;JJ;1
A320;C;4;8;224;II;JJ;1
A332;E;4;5;72;II;JJ;1
A332;E;4;8;243;II;JJ;2
A320;C;4;9;277;DD;JJ;1
B744;E;4;16;718;II;JJ;3
B76W;D;4;8;208;II;JJ;1
B738;C;4;10;348;II;JJ;1
B748;F;4;18;799;II;JJ;3
B738;C;4;9;292;DD;JJ;1
A332;E;4;14;559;II;JJ;3
A346;E;5;16;711;II;JJ;2
B77W;E;5;22;1035;II;JJ;3
B772;E;5;14;585;II;JJ;3
B77W;E;5;23;1097;II;JJ;3
A343;E;5;23;1105;II;JJ;3
B77W;E;5;22;1051;II;JJ;3
B738;C;5;7;128;DD;JJ;1
A343;E;5;15;619;II;JJ;3
B738;C;5;9;224;DD;JJ;1
B76W;D;5;14;559;II;JJ;3
A332;E;5;11;350;II;JJ;2
B77W;E;5;15;610;II;JJ;3
B738;C;5;9;227;DD;JJ;1
A332;E;5;8;155;II;JJ;1
A346;E;5;15;561;II;JJ;3
A320;C;6;8;128;DD;JJ;1
A332;E;6;22;980;II;JJ;3
A320;C;6;10;277;DD;JJ;2
A321;C;6;8;121;DD;JJ;1
A321;C;6;8;123;DD;JJ;1
B738;C;6;6;30;DD;JJ;1
B738;C;6;12;350;II;JJ;3
B77W;E;6;10;263;II;JJ;1
B76W;D;6;10;256;II;JJ;1
B77W;E;6;20;835;II;JJ;3
B737;C;6;8;139;DD;JG;1
A320;C;6;7;67;DD;JJ;1
A320;C;6;8;84;DD;JJ;1
B738;C;6;7;63;DD;JJ;1
AT72;C;6;7;51;DD;JJ;1
B738;C;6;8;74;DD;JJ;1
A320;C;6;7;62;DD;YY;1
A320;C;7;9;169;DD;JJ;1
A320;C;7;8;67;DD;JJ;1
A319;C;7;12;311;DD;JJ;1
A320;C;7;8;57;DD;JJ;1
B738;C;7;9;136;DD;JJ;1
B738;C;7;11;252;II;JJ;1
A320;C;7;11;270;DD;JJ;1
A321;C;7;9;109;DD;JJ;1
B764;D;8;21;796;II;JJ;3
E190;C;8;10;142;DD;JJ;1
B737;C;8;10;120;DD;JJ;1
A320;C;8;20;736;II;JJ;2
B737;C;8;9;51;DD;JJ;1
A320;C;8;9;42;DD;JJ;1
B764;D;8;21;739;II;JJ;3
B738;C;8;9;64;DD;JG;1
B738;C;8;11;160;DI;JJ;1
B76W;D;8;23;859;II;JJ;3
B738;C;8;10;124;DD;JJ;1
A321;C;8;10;91;DD;JJ;1
B738;C;9;10;74;DI;JJ;1
A320;C;9;10;89;DD;JJ;1
B737;C;9;9;49;DD;JJ;1
E190;C;9;10;54;DD;JJ;1
B738;C;9;11;118;ID;JJ;1
A320;C;9;11;152;DD;JJ;1
E190;C;9;13;263;DD;JJ;1
B737;C;9;10;64;DD;JJ;1
A321;C;9;12;153;DD;JJ;1
B738;C;9;10;55;DD;JJ;1
A320;C;9;11;106;II;JJ;1
B772;E;9;11;92;II;JJ;1
B737;C;9;11;107;DD;GG;1
B738;C;9;11;129;DD;JJ;1
B738;C;9;10;69;II;JJ;1
B738;C;9;11;68;DD;JJ;1
B77W;E;9;21;692;II;JJ;3
A320;C;9;11;114;II;JJ;1
B738;C;10;11;118;DD;JJ;1
A321;C;10;13;178;DD;JJ;1
A321;C;10;12;159;DD;JJ;1
B738;C;10;11;53;DD;JJ;1
A320;C;10;11;63;DD;JJ;1
A320;C;10;11;76;DD;JJ;1
AT72;C;10;10;28;DD;JJ;1
E190;C;10;10;36;DD;JJ;1
A320;C;10;11;41;DD;JJ;1
B772;E;10;22;718;II;JJ;3
B737;C;10;13;145;DD;JJ;1
B738;C;10;12;78;DD;JJ;1
E190;C;10;11;42;DD;JJ;1
A320;C;10;13;130;DD;JJ;1
A320;C;11;12;114;II;JJ;1
A318;C;11;12;69;DD;JJ;1
B737;C;11;12;64;DD;JJ;1
B772;E;11;22;686;II;JJ;3
B738;C;11;12;58;II;JJ;1
E190;C;11;12;39;DD;JJ;1
B738;C;11;14;151;DD;JJ;1
A321;C;11;18;397;DD;JJ;2
E190;C;11;13;98;DD;JJ;1
A320;C;11;14;190;DD;JJ;1
AT72;C;11;12;19;DD;JJ;1
B788;E;11;16;277;II;JJ;1
E190;C;11;13;115;DD;JJ;1
A320;C;11;14;154;DD;JJ;1
AT72;C;11;12;34;DD;JJ;1
B738;C;11;12;56;DI;JJ;1
A320;C;11;13;65;DD;JJ;1
A321;C;11;13;104;DD;JJ;1
A320;C;12;13;63;DD;JJ;1
A320;C;12;16;236;DD;JJ;1
A321;C;12;15;192;DD;JJ;1
B738;C;12;14;160;DD;JJ;1
A320;C;12;13;58;DD;JJ;1
B737;C;12;13;90;DD;GJ;1
B738;C;12;13;56;DD;JJ;1
E190;C;12;14;143;DD;JJ;1
B737;C;12;13;53;DD;JJ;1
AT72;C;12;13;83;DD;JJ;1
A320;C;12;13;46;DD;JJ;1
B737;C;12;14;108;DD;JJ;1
A320;C;12;16;239;DD;JJ;1
B738;C;12;14;74;DD;JJ;1
A320;C;12;16;236;DD;JJ;1
A320;C;12;13;42;DD;JJ;1
B737;C;12;13;40;DD;JJ;1
B738;C;13;15;164;DD;JJ;1
A320;C;13;15;156;DD;JJ;1
F100;C;13;14;60;DD;JJ;1
B738;C;13;14;49;DD;JJ;1
A321;C;13;15;136;DD;JJ;1
A320;C;13;15;127;DD;JJ;1
A320;C;13;15;119;DD;JJ;1
B738;C;13;14;41;DD;JJ;1
A320;C;13;14;61;II;JJ;1
A320;C;13;14;70;DD;JJ;1
B737;C;13;15;79;DD;JJ;1
A320;C;13;18;291;II;JJ;1
A320;C;13;15;88;DD;JJ;1
B738;C;13;15;76;DD;JJ;1
B737;C;13;15;122;DD;JJ;1
AT72;C;13;14;36;DD;JJ;1
E190;C;13;15;63;DD;JJ;1
A320;C;14;16;133;DD;JJ;1
A321;C;14;16;120;DD;JJ;1
B738;C;14;15;87;DD;GG;1
B737;C;14;15;80;II;JJ;1
E190;C;14;14;36;DD;JJ;1
B738;C;14;19;278;DD;JG;1
A320;C;14;16;104;DD;JJ;1
B738;C;14;15;44;DD;JJ;1
B738;C;14;19;260;DD;JJ;1
A320;C;14;15;50;DD;JJ;1
E190;C;14;15;66;DD;JJ;1
B738;C;14;18;211;II;JJ;1
B738;C;14;16;68;DD;JJ;1
A320;C;15;17;128;ID;JJ;2
B738;C;15;15;53;DD;JJ;1
A319;C;15;16;57;DD;JJ;1
A319;C;15;16;66;DD;JJ;1
B737;C;15;16;63;DD;JJ;1
B738;C;15;16;42;DD;JJ;1
B76W;D;15;20;306;II;JJ;3
E190;C;15;16;37;DD;JJ;1
A321;C;15;16;72;DD;JJ;1
B738;C;15;16;49;DD;JJ;1
B738;C;15;16;77;DD;JJ;1
B77W;E;15;21;370;II;JJ;3
B738;C;15;17;77;DD;JJ;1
A320;C;15;23;446;DD;JJ;2
B737;C;16;17;65;DD;JG;1
A320;C;16;16;39;DD;JJ;1
A320;C;16;17;95;DD;JJ;1
B738;C;16;17;67;DD;JJ;1
B738;C;16;18;168;ID;JJ;1
A320;C;16;17;58;DD;JJ;1
A320;C;16;17;52;DD;JJ;1
E190;C;16;17;90;DD;JJ;1
B77L;E;16;17;81;II;JJ;1
A318;C;16;17;57;DD;JJ;1
A320;C;16;17;73;DD;JJ;1
A332;E;16;18;130;II;JJ;1
A320;C;16;17;63;DD;JJ;1
A332;E;16;18;100;II;JJ;1
E190;C;16;17;51;DD;JJ;1
B738;C;16;19;145;ID;JJ;1
A321;C;16;19;147;DD;JJ;1
B737;C;16;17;36;DD;JJ;1
B772;E;16;19;131;II;JJ;1
B737;C;16;17;65;DD;JJ;1
B77W;E;17;18;91;II;JJ;1
B738;C;17;18;66;DD;JJ;1
B772;E;17;19;122;II;JJ;1
A320;C;17;17;44;DD;JJ;1
AT72;C;17;17;36;DD;JJ;1
A319;C;17;18;99;II;JJ;1
E190;C;17;18;69;DD;JJ;1
E190;C;17;18;74;DD;JJ;1
B738;C;17;18;56;ID;JJ;1
B737;C;17;19;111;DD;JJ;1
B772;E;17;20;153;II;JJ;1
A320;C;17;18;58;DD;JJ;1
AT72;C;17;18;57;DD;JJ;1
B738;C;17;18;71;DD;JJ;1
A346;E;17;22;305;II;JJ;2
B738;C;17;20;182;II;JJ;1
A321;C;17;19;85;DD;JJ;1
B738;C;17;19;90;ID;JJ;1
A320;C;17;19;94;II;JJ;1
B738;C;17;19;115;DD;JJ;1
E190;C;18;18;46;DD;JJ;1
E190;C;18;18;51;DD;JJ;1
A321;C;18;19;96;DD;JJ;1
A320;C;18;19;82;II;JJ;1
B738;C;18;19;69;DD;JJ;1
E190;C;18;19;55;DD;JJ;1
A321;C;18;19;85;DD;JJ;1
A320;C;18;20;101;DD;JJ;1
B738;C;18;20;91;ID;JJ;1
A320;C;18;19;66;DD;JJ;1
A320;C;18;19;73;DD;JJ;1
B737;C;18;19;65;II;JJ;1
B738;C;18;20;95;DD;JJ;1
A319;C;18;19;49;DD;JJ;1
B737;C;18;19;50;DD;JJ;1
B738;C;18;20;75;DD;JJ;1
A321;C;18;22;219;DD;JJ;1
A321;C;18;20;75;DD;JJ;1
A320;C;18;19;59;II;JJ;1
B738;C;18;20;115;DI;JJ;1
B738;C;19;20;64;DD;JJ;1
B738;C;19;20;73;DD;JJ;1
A320;C;19;21;176;DD;JJ;1
B738;C;19;1;368;II;JJ;2
A320;C;19;20;66;DD;JJ;1
B737;C;19;20;57;DD;JJ;1
B738;C;19;21;107;DD;JJ;1
AT72;C;19;19;25;DD;JJ;1
B77W;E;19;21;126;II;JJ;1
E190;C;19;20;48;DD;JJ;1
A321;C;19;22;188;DD;JJ;1
B737;C;19;21;131;DD;JJ;1
B77W;E;19;23;204;II;JJ;1
A321;C;19;22;149;DD;JJ;1
A332;E;19;23;225;II;JJ;2
A320;C;19;22;171;DD;JJ;1
A320;C;19;22;173;DD;JJ;1
A320;C;19;20;47;DD;JJ;1
B738;C;19;21;71;DD;JJ;1
B738;C;19;21;102;DD;JJ;1
B738;C;19;20;49;DD;JJ;1
B76W;D;20;21;104;II;JJ;1
A320;C;20;21;85;II;JJ;1
AT72;C;20;20;28;DD;JJ;1
B77W;E;20;23;230;II;JJ;2
E190;C;20;6;605;DD;JJ;1
E190;C;20;20;34;DD;JJ;1
B76W;D;20;23;224;II;JJ;1
B738;C;20;21;64;DD;JJ;1
B737;C;20;5;567;DD;JJ;1
B738;C;20;1;308;II;JJ;1
E190;C;20;21;38;DD;JJ;1
A321;C;20;6;606;DD;JJ;1
A321;C;20;3;402;DD;JJ;2
A320;C;20;8;684;II;JJ;2
B738;C;20;21;44;DD;JG;1
A320;C;20;23;140;DD;JJ;1
A321;C;20;22;93;DD;JJ;1
A332;E;20;22;93;II;JJ;1
E190;C;20;21;28;DD;JJ;1
A320;C;20;21;48;DD;JJ;1
A320;C;20;22;71;II;JJ;1
A320;C;20;21;47;DD;JJ;1
A320;C;21;22;89;DD;JG;1
A320;C;21;23;128;DD;JJ;1
A321;C;21;21;45;DD;JJ;1
A320;C;21;22;74;DD;JJ;1
A320;C;21;22;86;DI;JJ;1
A321;C;21;23;134;DD;JJ;1
B738;C;21;22;87;DD;JJ;1
B738;C;21;22;54;DI;JJ;1
A320;C;21;23;112;DD;JJ;1
AT72;C;21;21;30;DD;JJ;1
B76W;D;21;0;161;DI;JJ;2
B738;C;21;23;111;DD;JJ;1
E190;C;21;23;106;DD;JJ;1
A321;C;21;9;743;DD;JJ;2
B738;C;21;22;58;DD;JJ;1
A320;C;21;8;645;II;JJ;1
A332;E;21;8;640;II;SJ;2
A320;C;21;3;353;II;JJ;1
A320;C;22;22;44;DD;JJ;1
E190;C;22;23;85;DD;JJ;1
B737;C;22;23;63;DD;JJ;1
B737;C;22;23;46;DD;JJ;1
AT72;C;22;22;23;DD;JJ;1
B738;C;22;23;58;DD;JJ;1
B737;C;22;6;457;II;JJ;3
A320;C;22;2;258;DD;JJ;1
A319;C;22;23;77;DD;JJ;1
A319;C;22;22;2898;DI;SS;1
A321;C;22;9;619;DD;JJ;1
E190;C;22;7;520;DD;JJ;1
E190;C;22;6;486;DD;JJ;1
E190;C;22;6;472;DD;JJ;1
AT72;C;22;9;621;DD;JJ;1
B738;C;22;23;39;DD;JJ;1
A318;C;22;5;367;DD;JJ;1
B738;C;23;7;490;DD;JJ;1
B738;C;23;23;44;DD;JJ;1
B738;C;23;23;52;DD;JJ;1
A320;C;23;7;507;DD;JJ;1
A321;C;23;8;554;DD;JJ;2
AT72;C;23;23;24;DD;JJ;1
A320;C;23;6;434;DD;JJ;1
A321;C;23;0;57;DD;SJ;1
A320;C;23;6;410;DD;JJ;1
A320;C;23;6;450;DD;JJ;1
B737;C;23;0;56;DD;JJ;1
B738;C;23;5;380;DD;JJ;1
B738;C;23;0;72;DD;JJ;1
A320;C;23;5;362;DD;JJ;2
A319;C;23;1;95;II;JJ;1
A320;C;23;7;457;II;JJ;2
A320;C;23;7;468;DD;JJ;2
B738;C;0;6;358;ID;JJ;1
B738;C;0;3;155;II;JJ;1
B77W;E;1;2;89;II;JJ;1
B77L;E;1;3;85;II;JJ;1
A321;C;1;7;365;DD;JJ;2
A320;C;2;5;184;II;JJ;1
A319;C;2;6;232;DD;JJ;1
A321;C;2;6;235;DD;JJ;1
B738;C;3;5;105;II;JJ;1
B722;C;4;5;75;DD;AA;1
B77W;E;4;8;239;II;JJ;1
A320;C;4;9;279;DD;JJ;1
B748;F;4;18;818;II;JJ;3
A332;E;4;5;58;II;JJ;1
B76W;D;4;7;195;ID;JS;1
A332;E;4;14;578;II;JJ;3
A320;C;4;8;230;II;JJ;2
B738;C;4;6;99;DD;JJ;1
A332;E;4;23;1114;II;JJ;3
B738;C;4;5;60;DD;JJ;1
B772;E;5;15;596;II;JJ;3
B738;C;5;8;178;ID;JJ;1
B738;C;5;7;114;DD;JJ;1
A321;C;5;8;211;DD;JJ;1
B77W;E;5;23;1115;II;JJ;3
A346;E;5;16;684;II;JJ;3
A343;E;5;15;632;II;JJ;3
B738;C;5;6;58;DD;JJ;1
B744;E;5;16;645;II;JJ;3
B738;C;5;7;114;DD;JJ;1
E190;C;5;6;58;DD;JJ;1
A320;C;5;8;145;DD;JJ;1
B76W;D;5;14;545;II;JJ;3
B738;C;5;6;70;DD;JJ;1
A332;E;5;8;154;II;JJ;1
A346;E;5;15;567;II;JJ;3
A332;E;5;0;1131;II;JJ;3
B77W;E;6;22;1016;II;JJ;3
B738;C;6;10;253;II;JJ;2
A321;C;6;7;110;DD;JJ;1
B76W;D;6;23;1065;II;JJ;3
B77W;E;6;15;567;II;JJ;3
B738;C;6;7;102;DD;JJ;1
B77W;E;6;10;271;II;JJ;1
A321;C;6;8;133;DD;JJ;1
A320;C;6;8;136;DD;JJ;1
B738;C;6;8;104;DD;JJ;1
B738;C;6;12;387;II;JJ;3
A321;C;6;9;158;DD;JJ;1
B738;C;6;7;86;DD;JJ;1
A320;C;6;8;97;DD;JJ;1
A332;E;6;8;87;II;JJ;1
B737;C;6;10;232;DD;JJ;1
A320;C;6;7;61;DD;JJ;1
A320;C;6;9;163;DD;JJ;1
A320;C;6;9;134;DD;JJ;1
B738;C;6;8;79;DD;JJ;1
B737;C;6;7;59;DD;JJ;1
B76W;D;6;10;182;ID;JJ;1
A321;C;6;8;94;DD;JJ;1
A320;C;7;9;122;DD;JJ;1
A320;C;7;8;80;DD;JS;1
A319;C;7;8;95;DD;JJ;1
AT72;C;7;7;30;DD;JJ;1
A320;C;7;8;55;DD;JJ;1
B737;C;7;8;46;DD;JJ;1
AT72;C;7;8;44;DD;JJ;1
B738;C;7;8;51;DI;GJ;1
A320;C;7;9;118;II;JJ;1
A320;C;7;8;42;DD;JJ;1
A321;C;7;9;108;DD;JJ;1
B738;C;7;8;45;DD;JJ;1
E190;C;7;8;45;DD;JJ;1
B764;D;8;21;803;II;JJ;2
A320;C;8;11;189;II;JJ;1
E190;C;8;8;29;DD;JJ;1
B738;C;8;9;78;DD;JJ;1
B738;C;8;9;50;DD;JJ;1
E190;C;8;9;50;DD;JJ;1
A320;C;8;9;47;DD;JJ;1
A320;C;8;9;45;DD;JJ;1
B764;D;8;21;755;II;JJ;3
B737;C;8;9;47;DD;JJ;1
B738;C;8;9;55;DD;JJ;1
B76W;D;8;23;856;II;JJ;3
AT72;C;8;9;22;DD;JJ;1
B738;C;8;10;76;DD;JJ;1
B788;E;8;21;750;II;JJ;3
B77W;E;8;21;758;II;JJ;3
A320;C;8;10;76;DD;JJ;1
B738;C;9;10;68;DD;JJ;1
B738;C;9;10;60;DD;JJ;1
B77W;E;9;23;851;II;JJ;3
E190;C;9;9;34;DD;JJ;1
B737;C;9;9;43;DD;JJ;1
E190;C;9;10;85;DD;JJ;1
A321;C;9;10;95;DD;JJ;1
B738;C;9;10;63;II;JJ;1
B772;E;9;11;100;II;JJ;1
B738;C;9;10;63;DD;JJ;1
B738;C;9;11;93;DD;JJ;1
B737;C;9;10;46;DD;JJ;1
A321;C;9;10;72;DD;JJ;1
E190;C;9;10;38;DD;JJ;1
B738;C;9;11;95;DD;JJ;1
B738;C;9;11;86;DI;JJ;1
B738;C;9;10;63;DD;JJ;1
E190;C;9;10;33;DD;JJ;1
B738;C;9;12;138;DD;GJ;1
B738;C;9;10;65;ID;JJ;1
B738;C;9;10;63;DD;JJ;1
B737;C;9;10;40;II;JJ;1
B738;C;10;11;82;DI;JJ;1
A321;C;10;11;67;DD;JJ;1
A320;C;10;11;53;DD;JJ;1
A321;C;10;11;94;DD;JJ;1
A320;C;10;11;44;DD;JJ;1
B763;D;10;20;598;II;JJ;3
A320;C;10;11;55;DD;JJ;1
E190;C;10;11;36;DD;JJ;1
B738;C;10;12;117;DD;JJ;1
A320;C;10;12;110;DD;JJ;1
E190;C;10;11;48;DD;JJ;1
A320;C;10;16;372;ID;JJ;2
AT72;C;10;11;26;DD;JJ;1
A320;C;10;11;47;DD;JJ;1
A320;C;10;18;448;II;JJ;2
B737;C;10;12;83;DI;JJ;1
B738;C;10;13;163;DD;JJ;1
A320;C;10;11;59;DD;JJ;1
B76W;D;11;12;66;II;JJ;1
B738;C;11;12;77;II;JJ;1
B738;C;11;15;251;DD;JG;1
A320;C;11;11;44;DD;JJ;1
B738;C;11;12;47;DD;JJ;1
E190;C;11;12;45;DD;JJ;1
E190;C;11;13;118;DD;JJ;1
A320;C;11;12;95;DD;JJ;1
B738;C;11;13;129;DD;JJ;1
A318;C;11;12;61;DD;JJ;1
A319;C;11;12;68;DD;JJ;1
A321;C;11;12;52;DD;JJ;1
B738;C;11;12;78;DI;JJ;1
AT72;C;11;12;35;DD;JJ;1
A320;C;11;13;87;DD;JJ;1
A320;C;11;13;78;DD;JJ;1
B788;E;11;16;274;II;JJ;1
E190;C;11;12;48;DD;JJ;1
A321;C;11;13;72;DD;JJ;1
AT72;C;11;12;28;DD;JJ;1
A321;C;11;17;330;DD;JJ;2
A320;C;12;2;890;DD;JJ;3
A320;C;12;12;54;DD;JJ;1
A321;C;12;15;188;DD;JG;1
A320;C;12;13;59;DD;JJ;1
A320;C;12;13;61;DD;JJ;1
A320;C;12;8;1219;DD;JJ;3
B738;C;12;14;117;DD;JJ;1
B737;C;12;13;83;DD;JJ;1
B738;C;12;14;96;DD;JJ;1
A320;C;12;13;67;DD;JJ;1
A320;C;12;13;69;DD;JJ;1
E190;C;12;13;54;DD;JJ;1
AT72;C;12;14;82;DD;JJ;1
B738;C;12;15;149;DD;JJ;1
B738;C;12;13;36;DD;JJ;1
B738;C;12;14;77;DD;JJ;1
B737;C;12;13;40;DD;JJ;1
A320;C;12;15;157;DD;JJ;1
A319;C;12;16;207;DD;JJ;2
B738;C;12;13;48;DD;JJ;1
A320;C;12;17;279;II;JJ;2
B77W;E;13;15;169;II;JJ;1
B738;C;13;14;66;DD;JJ;1
E190;C;13;13;41;DD;JJ;1
A320;C;13;14;100;DD;JJ;1
E190;C;13;14;76;DD;JJ;1
F100;C;13;14;53;DD;JJ;1
B738;C;13;14;68;DD;JJ;1
B722;C;13;14;42;DD;AA;1
B738;C;13;15;153;DD;JJ;1
A320;C;13;14;61;DD;JJ;1
A320;C;13;15;118;DD;JJ;1
A321;C;13;15;134;DD;JJ;1
E190;C;13;14;47;DD;JJ;1
A320;C;13;14;82;DD;JJ;1
A320;C;13;15;109;DD;JJ;1
B737;C;13;14;47;DD;JJ;1
E190;C;13;14;58;DD;JJ;1
A320;C;13;15;95;II;JJ;1
B738;C;13;14;60;DD;JJ;1
A320;C;13;15;123;DD;JJ;1
B738;C;13;15;118;DD;JJ;1
AT72;C;14;14;30;DD;JJ;1
A320;C;14;15;90;DD;JJ;1
E190;C;14;15;49;DD;JJ;1
B737;C;14;15;85;II;JJ;1
A318;C;14;15;60;DD;JJ;1
E190;C;14;15;45;DD;JJ;1
B737;C;14;15;40;DD;JJ;1
A320;C;14;16;116;DD;JJ;1
B738;C;14;18;247;II;JJ;1
B738;C;14;17;159;DD;JJ;1
B737;C;14;15;40;DD;JJ;1
A320;C;14;16;139;DD;JJ;1
A321;C;14;16;84;DD;JJ;1
B738;C;14;15;64;DD;JJ;1
E190;C;14;15;40;DD;JJ;1
